{'.id': '*F7FD1', 'type': 'NS', 'data': 'ns4.google.com', 'name': 'google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA221C', 'type': 'A', 'data': '8.8.4.4', 'name': 'dns.google', 'ttl': '11m55s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA285F', 'type': 'CNAME', 'data': 'a1911.dscv.akamai.net', 'name': 'conn2.oppomobile.com.edgesuite.net', 'ttl': '5m33s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA3B89', 'type': 'CNAME', 'data': 'e9659.dspg.akamaiedge.net', 'name': 'oneclient.sfx.ms.edgekey.net', 'ttl': '5m23s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA4E20', 'type': 'NS', 'data': 'ns1.google.com', 'name': 'googleusercontent.com', 'ttl': '7m53s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA4E21', 'type': 'NS', 'data': 'ns2.google.com', 'name': 'googleusercontent.com', 'ttl': '7m53s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA4E22', 'type': 'NS', 'data': 'ns3.google.com', 'name': 'googleusercontent.com', 'ttl': '7m53s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA4E23', 'type': 'NS', 'data': 'ns4.google.com', 'name': 'googleusercontent.com', 'ttl': '7m53s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA5DD7', 'type': 'CNAME', 'data': 'e28622.a.akamaiedge.net', 'name': 'api16-core.tiktokv.com.edgekey.net', 'ttl': '2m51s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA6C84', 'type': 'AAAA', 'data': '2001:7fe::53', 'name': 'i.root-servers.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA6C85', 'type': 'AAAA', 'data': '2001:503:c27::2:30', 'name': 'j.root-servers.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA6C86', 'type': 'AAAA', 'data': '2001:7fd::1', 'name': 'k.root-servers.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA6C87', 'type': 'A', 'data': '199.7.83.42', 'name': 'l.root-servers.net', 'ttl': '12m42s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA6C88', 'type': 'AAAA', 'data': '2001:500:9f::42', 'name': 'l.root-servers.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA6C89', 'type': 'AAAA', 'data': '2001:dc3::35', 'name': 'm.root-servers.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA6DFD', 'type': 'A', 'data': '192.36.148.17', 'name': 'i.root-servers.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA8ED2', 'type': 'CNAME', 'data': 'a21.z.akamai.net', 'name': 'pull-cmaf-f16-gcp01.ttlivecdn.com.akamaized.net', 'ttl': '7m36s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA8EFD', 'type': 'CNAME', 'data': 'a1371.z.akamai.net', 'name': 'pull-cmaf-f16-sg01.ttlivecdn.com.akamaized.net', 'ttl': '12m40s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA92BC', 'type': 'CNAME', 'data': 'g-msn-com-nsatc.trafficmanager.net', 'name': 'g.msn.com', 'ttl': '14m43s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA952E', 'type': 'CNAME', 'data': 'a1847.dscd.akamai.net', 'name': 'wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net', 'ttl': '15m', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA9B23', 'type': 'A', 'data': '152.195.38.76', 'name': 'fp2e7a.wpc.phicdn.net', 'ttl': '7m33s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA9D82', 'type': 'CNAME', 'data': 'pull-cmaf-f16-va01.tiktokcdn.com.bytegeo.akadns.net', 'name': 'pull-cmaf-f16-va01.tiktokcdn.com.akamaized.net', 'ttl': '12m42s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA9D98', 'type': 'CNAME', 'data': 'a1393.us.akamai.net', 'name': 'pull-cmaf-f16-tt03.fcdn.us.tiktokcdn.com.akamaized.net', 'ttl': '12m42s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA9E02', 'type': 'CNAME', 'data': 'a1577.z.akamai.net', 'name': 'pull-cmaf-f16-tt03.fcdn.eu.tiktokcdn.com.akamaized.net', 'ttl': '7m36s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA9E06', 'type': 'CNAME', 'data': 'a1390.us.akamai.net', 'name': 'pull-cmaf-l16-tt01.tiktokcdn-us.com.akamaized.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA9E54', 'type': 'CNAME', 'data': 'a1736.z.akamai.net', 'name': 'pull-cmaf-l16-sg01.tiktokcdn.com.akamaized.net', 'ttl': '5m15s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA9F47', 'type': 'CNAME', 'data': 'a1837.z.akamai.net', 'name': 'pull-cmaf-l16-gcp01.tiktokcdn.com.akamaized.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FA9F9F', 'type': 'CNAME', 'data': 'a1918.us.akamai.net', 'name': 'pull-cmaf-f16-tt02.fcdn.us.tiktokv.com.akamaized.net', 'ttl': '12m43s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAA03A', 'type': 'CNAME', 'data': 'a2018.z.akamai.net', 'name': 'pull-cmaf-f16-tt03.tiktokcdn.com.akamaized.net', 'ttl': '12m42s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAA0F4', 'type': 'CNAME', 'data': 'a1857.z.akamai.net', 'name': 'pull-cmaf-f16-sg01.tiktokcdn.com.akamaized.net', 'ttl': '12m40s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAA13C', 'type': 'CNAME', 'data': 'a1947.z.akamai.net', 'name': 'pull-cmaf-l16-va01.tiktokcdn.com.akamaized.net', 'ttl': '7m37s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAA1A2', 'type': 'CNAME', 'data': 'a1168.z.akamai.net', 'name': 'pull-cmaf-f16-va01.ttlivecdn.com.akamaized.net', 'ttl': '7m37s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAA429', 'type': 'CNAME', 'data': 'e28622.api1.akamaiedge.net', 'name': 'api16-normal-c-useast1a.tiktokv.com.edgekey.net', 'ttl': '10m53s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAA8B3', 'type': 'CNAME', 'data': 'a1790.dscb.akamai.net', 'name': 'p16-oec-va.ibyteimg.com.edgesuite.net', 'ttl': '10m49s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAAFCD', 'type': 'CNAME', 'data': 'a116.us.akamai.net', 'name': 'pull-cmaf-f16-tt02.tiktokcdn.com.akamaized.net', 'ttl': '7m36s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAB0D2', 'type': 'CNAME', 'data': 'star.c10r.facebook.com', 'name': 'star.facebook.com', 'ttl': '10m55s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAB42A', 'type': 'CNAME', 'data': 'a1491.z.akamai.net', 'name': 'pull-cmaf-f16-tt02-tt03.fcdn.eu.tiktokcdn.com.akamaized.net', 'ttl': '12m42s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAC3B9', 'type': 'CNAME', 'data': 'e40031.b.akamaiedge.net', 'name': 'api.weathercn.com.edgekey.net', 'ttl': '10m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FACABB', 'type': 'A', 'data': '117.18.232.240', 'name': 'cs11.wpc.v0cdn.net', 'ttl': '1m41s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FACC21', 'type': 'CNAME', 'data': 'fp2e7a.wpc.2be4.phicdn.net', 'name': 'crl.edge.digicert.com', 'ttl': '7m33s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FACD59', 'type': 'CNAME', 'data': 'config-edge-skype.l-0007.l-msedge.net', 'name': 'l-0007.config.skype.com', 'ttl': '7m33s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD052', 'type': 'CNAME', 'data': 'wildcard.weather.microsoft.com.edgekey.net', 'name': 'tile-service.weather.microsoft.com', 'ttl': '42s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD141', 'type': 'CNAME', 'data': 'geo.prod.do.dsp.trafficmanager.net', 'name': 'geo.prod.do.dsp.mp.microsoft.com', 'ttl': '10m17s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD1F2', 'type': 'CNAME', 'data': 'prod.configsvc1.live.com.akadns.net', 'name': 'config.officeapps.live.com', 'ttl': '11m58s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD2B3', 'type': 'CNAME', 'data': 'prod.fs.microsoft.com.akadns.net', 'name': 'fs.microsoft.com', 'ttl': '2m17s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD2B6', 'type': 'CNAME', 'data': 'e16604.g.akamaiedge.net', 'name': 'fs-wildcard.microsoft.com.edgekey.net.globalredir.akadns.net', 'ttl': '5m59s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD576', 'type': 'CNAME', 'data': 'o.auntions.com', 'name': 'coco.miniast.com', 'ttl': '3m13s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD577', 'type': 'A', 'data': '139.59.109.18', 'name': 'o.auntions.com', 'ttl': '3m47s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD578', 'type': 'A', 'data': '194.195.223.249', 'name': 'o.auntions.com', 'ttl': '3m47s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD579', 'type': 'A', 'data': '139.177.196.162', 'name': 'o.auntions.com', 'ttl': '3m47s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD57B', 'type': 'CNAME', 'data': 'a1887.dscq.akamai.net', 'name': 'o.lencr.edgesuite.net', 'ttl': '4m23s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD663', 'type': 'NS', 'data': 'ns-771.awsdns-32.net', 'name': 's3.amazonaws.com', 'ttl': '7m13s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD664', 'type': 'NS', 'data': 'ns-1579.awsdns-05.co.uk', 'name': 's3.amazonaws.com', 'ttl': '7m13s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD665', 'type': 'NS', 'data': 'ns-1300.awsdns-34.org', 'name': 's3.amazonaws.com', 'ttl': '7m13s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD666', 'type': 'NS', 'data': 'ns-63.awsdns-07.com', 'name': 's3.amazonaws.com', 'ttl': '7m13s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD6F2', 'type': 'CNAME', 'data': 'prod.odcsm1.live.com.akadns.net', 'name': 'odc.officeapps.live.com', 'ttl': '1m44s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAD70A', 'type': 'CNAME', 'data': 'ecs-office.s-0005.s-msedge.net', 'name': 's-0005-office.config.skype.com', 'ttl': '9m5s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FADD6A', 'type': 'A', 'data': '202.137.16.89', 'name': 'e-learning.unpam.ac.id', 'ttl': '6m29s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FADE81', 'type': 'CNAME', 'data': 'a2047.mm2.akamai.net', 'name': 'p16-sign-sg.tiktokcdn.com.akamaized.net', 'ttl': '10m32s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FADEDD', 'type': 'CNAME', 'data': 'a2047.mm2.akamai.net', 'name': 'p16-sign-useast2a.tiktokcdn.com.akamaized.net', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE1A0', 'type': 'CNAME', 'data': 'a2047.r.akamai.net', 'name': 'mon.tiktokv.com.edgesuite.net', 'ttl': '9m19s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE1CD', 'type': 'CNAME', 'data': 'e28622.a.akamaiedge.net', 'name': 'vcs-va.tiktokv.com.edgekey.net', 'ttl': '6m34s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE335', 'type': 'CNAME', 'data': 'sadownload-r53.awsconsumer.mcafee.com', 'name': 'sadownload.mcafee.com', 'ttl': '10m32s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE336', 'type': 'CNAME', 'data': 'sadownload.mcafee.com.edgesuite.net', 'name': 'sadownload-r53.awsconsumer.mcafee.com', 'ttl': '10m32s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE337', 'type': 'CNAME', 'data': 'a866.dscd.akamai.net', 'name': 'sadownload.mcafee.com.edgesuite.net', 'ttl': '10m32s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE343', 'type': 'CNAME', 'data': 'e28622.api1.akamaiedge.net', 'name': 'tnc16-platform-alisg.tiktokv.com.edgekey.net', 'ttl': '5m45s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE3A4', 'type': 'CNAME', 'data': 'e28622.api2.akamaiedge.net', 'name': 'tnc16-platform-useast1a.tiktokv.com.edgekey.net', 'ttl': '8m7s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE759', 'type': 'CNAME', 'data': 'e94885.b.akamaiedge.net', 'name': 'api.appsflyersdk.com.edgekey.net', 'ttl': '4m1s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE78E', 'type': 'CNAME', 'data': 'a1809.dscb.akamai.net', 'name': 'content.garena.com.akamaized.net', 'ttl': '4m46s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE834', 'type': 'CNAME', 'data': 'a191.d.akamai.net', 'name': 'cdngarenanow-a.akamaihd.net.edgesuite.net', 'ttl': '4m25s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE901', 'type': 'CNAME', 'data': 'e13914.dscd.akamaiedge.net', 'name': 'fpdownload.macromedia.com.edgekey.net', 'ttl': '51s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAE9DC', 'type': 'CNAME', 'data': 'a1948.z.akamai.net', 'name': 'pull-cmaf-f16-gcp01.tiktokcdn.com.akamaized.net', 'ttl': '7m35s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAEE47', 'type': 'CNAME', 'data': 'adl.windows.com.edgesuite.net', 'name': 'adl.windows.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAEE51', 'type': 'A', 'data': '91.228.166.88', 'name': 'um11.eset.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAEE56', 'type': 'CNAME', 'data': 'ctr.tt-sw.swiftserve.com', 'name': 'edge.bytedance.swiftserve.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAEEDD', 'type': 'CNAME', 'data': 'a1837.b.akamai.net', 'name': 'p16-oec-common-useast2a.ibyteimg.com.edgesuite.net', 'ttl': '12m3s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAEF01', 'type': 'CNAME', 'data': 'direct.quic-proxy-useast4-v3.useast4.byteglb.com', 'name': 'api22-normal-c-useast1a.tiktokv.com', 'ttl': '9s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAEF16', 'type': 'CNAME', 'data': 'sgp-realmeservice-realme-pubgw-186043996.ap-southeast-1.elb.amazonaws.com', 'name': 'ilockcardf.realme.com', 'ttl': '11s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
{'.id': '*FAEF4E', 'type': 'CNAME', 'data': 'p-static.bing.trafficmanager.net', 'name': 'r.bing.com', 'ttl': '18s', 'static': False, 'timestamp': '2023-11-17 09:37:56 WIB'}
