{'.id': '*F7FD1', 'type': 'NS', 'data': 'ns4.google.com', 'name': 'google.com', 'ttl': '14m57s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*E87747', 'type': 'AAAA', 'data': '2001:4860:4802:32::a', 'name': 'ns1.google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EA311D', 'type': 'AAAA', 'data': '2001:503:ba3e::2:30', 'name': 'a.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EA311E', 'type': 'AAAA', 'data': '2001:500:84::b', 'name': 'b.root-servers.net', 'ttl': '14m56s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EA311F', 'type': 'AAAA', 'data': '2001:500:2::c', 'name': 'c.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EA3120', 'type': 'AAAA', 'data': '2001:500:2d::d', 'name': 'd.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EA3121', 'type': 'AAAA', 'data': '2001:500:a8::e', 'name': 'e.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EA3122', 'type': 'AAAA', 'data': '2001:500:2f::f', 'name': 'f.root-servers.net', 'ttl': '14m56s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EA3123', 'type': 'AAAA', 'data': '2001:500:12::d0d', 'name': 'g.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EB2768', 'type': 'AAAA', 'data': '2001:4860:4802:38::a', 'name': 'ns4.google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EB568E', 'type': 'A', 'data': '216.239.38.10', 'name': 'ns4.google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EE46F5', 'type': 'AAAA', 'data': '2001:500:1::53', 'name': 'h.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*EEF93C', 'type': 'A', 'data': '198.97.190.53', 'name': 'h.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F1EF26', 'type': 'A', 'data': '192.33.4.12', 'name': 'c.root-servers.net', 'ttl': '14m56s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F1EF27', 'type': 'A', 'data': '192.112.36.4', 'name': 'g.root-servers.net', 'ttl': '14m56s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F24FFB', 'type': 'AAAA', 'data': '2001:4860:4802:34::a', 'name': 'ns2.google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F24FFC', 'type': 'AAAA', 'data': '2001:4860:4802:36::a', 'name': 'ns3.google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F25301', 'type': 'A', 'data': '216.239.36.10', 'name': 'ns3.google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F33748', 'type': 'AAAA', 'data': '2001:500:200::b', 'name': 'b.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F45539', 'type': 'A', 'data': '199.7.91.13', 'name': 'd.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F52CC4', 'type': 'A', 'data': '216.239.34.10', 'name': 'ns2.google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F57B6A', 'type': 'A', 'data': '192.5.5.241', 'name': 'f.root-servers.net', 'ttl': '14m56s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F584A9', 'type': 'A', 'data': '216.239.32.10', 'name': 'ns1.google.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F915F4', 'type': 'A', 'data': '27.54.116.70', 'name': 'trustpositif.kominfo.go.id', 'ttl': '14m33s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D08C', 'type': 'NS', 'data': 'ns2.google.com', 'name': 'youtube.com', 'ttl': '14m31s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D08D', 'type': 'NS', 'data': 'ns3.google.com', 'name': 'youtube.com', 'ttl': '14m31s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D08E', 'type': 'NS', 'data': 'ns1.google.com', 'name': 'youtube.com', 'ttl': '14m31s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D08F', 'type': 'NS', 'data': 'ns4.google.com', 'name': 'youtube.com', 'ttl': '14m31s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D8FF', 'type': 'NS', 'data': 'ns2.google.com', 'name': 'googleapis.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D900', 'type': 'NS', 'data': 'ns1.google.com', 'name': 'googleapis.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D901', 'type': 'NS', 'data': 'ns3.google.com', 'name': 'googleapis.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D902', 'type': 'NS', 'data': 'ns4.google.com', 'name': 'googleapis.com', 'ttl': '14m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9D9AE', 'type': 'A', 'data': '216.239.38.120', 'name': 'forcesafesearch.google.com', 'ttl': '12m4s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9E611', 'type': 'CNAME', 'data': 'e8652.dscx.akamaiedge.net', 'name': 'crl.root-x1.letsencrypt.org.edgekey.net', 'ttl': '14m1s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*F9E648', 'type': 'CNAME', 'data': 'e86303.dscx.akamaiedge.net', 'name': 'www.bing.com.edgekey.net', 'ttl': '14m45s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA0BB9', 'type': 'CNAME', 'data': 'config-teams.s-0005.s-msedge.net', 'name': 's-0005-teams.config.skype.com', 'ttl': '11m34s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA221B', 'type': 'A', 'data': '8.8.8.8', 'name': 'dns.google', 'ttl': '3m31s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA221C', 'type': 'A', 'data': '8.8.4.4', 'name': 'dns.google', 'ttl': '3m31s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA285F', 'type': 'CNAME', 'data': 'a1911.dscv.akamai.net', 'name': 'conn2.oppomobile.com.edgesuite.net', 'ttl': '12m10s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA3B89', 'type': 'CNAME', 'data': 'e9659.dspg.akamaiedge.net', 'name': 'oneclient.sfx.ms.edgekey.net', 'ttl': '12m', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA4E20', 'type': 'NS', 'data': 'ns1.google.com', 'name': 'googleusercontent.com', 'ttl': '14m30s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA4E21', 'type': 'NS', 'data': 'ns2.google.com', 'name': 'googleusercontent.com', 'ttl': '14m30s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA4E22', 'type': 'NS', 'data': 'ns3.google.com', 'name': 'googleusercontent.com', 'ttl': '14m30s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA4E23', 'type': 'NS', 'data': 'ns4.google.com', 'name': 'googleusercontent.com', 'ttl': '14m30s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA5DD7', 'type': 'CNAME', 'data': 'e28622.a.akamaiedge.net', 'name': 'api16-core.tiktokv.com.edgekey.net', 'ttl': '9m28s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA6C84', 'type': 'AAAA', 'data': '2001:7fe::53', 'name': 'i.root-servers.net', 'ttl': '14m16s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA6C85', 'type': 'AAAA', 'data': '2001:503:c27::2:30', 'name': 'j.root-servers.net', 'ttl': '14m16s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA6C86', 'type': 'AAAA', 'data': '2001:7fd::1', 'name': 'k.root-servers.net', 'ttl': '14m16s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA6C87', 'type': 'A', 'data': '199.7.83.42', 'name': 'l.root-servers.net', 'ttl': '14m12s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA6C88', 'type': 'AAAA', 'data': '2001:500:9f::42', 'name': 'l.root-servers.net', 'ttl': '14m16s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA6C89', 'type': 'AAAA', 'data': '2001:dc3::35', 'name': 'm.root-servers.net', 'ttl': '14m16s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA6DFD', 'type': 'A', 'data': '192.36.148.17', 'name': 'i.root-servers.net', 'ttl': '14m16s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA8ED2', 'type': 'CNAME', 'data': 'a21.z.akamai.net', 'name': 'pull-cmaf-f16-gcp01.ttlivecdn.com.akamaized.net', 'ttl': '14m13s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA8EFD', 'type': 'CNAME', 'data': 'a1371.z.akamai.net', 'name': 'pull-cmaf-f16-sg01.ttlivecdn.com.akamaized.net', 'ttl': '9m5s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA92BC', 'type': 'CNAME', 'data': 'g-msn-com-nsatc.trafficmanager.net', 'name': 'g.msn.com', 'ttl': '13m58s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA952E', 'type': 'CNAME', 'data': 'a1847.dscd.akamai.net', 'name': 'wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net', 'ttl': '13m23s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9B23', 'type': 'A', 'data': '152.195.38.76', 'name': 'fp2e7a.wpc.phicdn.net', 'ttl': '14m10s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9CDD', 'type': 'CNAME', 'data': 'glb.cws.prod.dcat.dsp.trafficmanager.net', 'name': 'fe3.delivery.mp.microsoft.com', 'ttl': '6m8s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9D82', 'type': 'CNAME', 'data': 'pull-cmaf-f16-va01.tiktokcdn.com.bytegeo.akadns.net', 'name': 'pull-cmaf-f16-va01.tiktokcdn.com.akamaized.net', 'ttl': '14m13s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9D98', 'type': 'CNAME', 'data': 'a1393.us.akamai.net', 'name': 'pull-cmaf-f16-tt03.fcdn.us.tiktokcdn.com.akamaized.net', 'ttl': '14m14s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9E02', 'type': 'CNAME', 'data': 'a1577.z.akamai.net', 'name': 'pull-cmaf-f16-tt03.fcdn.eu.tiktokcdn.com.akamaized.net', 'ttl': '14m13s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9E06', 'type': 'CNAME', 'data': 'a1390.us.akamai.net', 'name': 'pull-cmaf-l16-tt01.tiktokcdn-us.com.akamaized.net', 'ttl': '14m16s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9E54', 'type': 'CNAME', 'data': 'a1736.z.akamai.net', 'name': 'pull-cmaf-l16-sg01.tiktokcdn.com.akamaized.net', 'ttl': '11m52s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9F47', 'type': 'CNAME', 'data': 'a1837.z.akamai.net', 'name': 'pull-cmaf-l16-gcp01.tiktokcdn.com.akamaized.net', 'ttl': '9m10s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FA9F9F', 'type': 'CNAME', 'data': 'a1918.us.akamai.net', 'name': 'pull-cmaf-f16-tt02.fcdn.us.tiktokv.com.akamaized.net', 'ttl': '14m15s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAA03A', 'type': 'CNAME', 'data': 'a2018.z.akamai.net', 'name': 'pull-cmaf-f16-tt03.tiktokcdn.com.akamaized.net', 'ttl': '9m8s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAA0F4', 'type': 'CNAME', 'data': 'a1857.z.akamai.net', 'name': 'pull-cmaf-f16-sg01.tiktokcdn.com.akamaized.net', 'ttl': '14m12s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAA13C', 'type': 'CNAME', 'data': 'a1947.z.akamai.net', 'name': 'pull-cmaf-l16-va01.tiktokcdn.com.akamaized.net', 'ttl': '14m14s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAA1A2', 'type': 'CNAME', 'data': 'a1168.z.akamai.net', 'name': 'pull-cmaf-f16-va01.ttlivecdn.com.akamaized.net', 'ttl': '14m14s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAA429', 'type': 'CNAME', 'data': 'e28622.api1.akamaiedge.net', 'name': 'api16-normal-c-useast1a.tiktokv.com.edgekey.net', 'ttl': '12m22s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAA8B3', 'type': 'CNAME', 'data': 'a1790.dscb.akamai.net', 'name': 'p16-oec-va.ibyteimg.com.edgesuite.net', 'ttl': '10m31s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAAFCD', 'type': 'CNAME', 'data': 'a116.us.akamai.net', 'name': 'pull-cmaf-f16-tt02.tiktokcdn.com.akamaized.net', 'ttl': '14m13s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAB0D2', 'type': 'CNAME', 'data': 'star.c10r.facebook.com', 'name': 'star.facebook.com', 'ttl': '7m16s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAB42A', 'type': 'CNAME', 'data': 'a1491.z.akamai.net', 'name': 'pull-cmaf-f16-tt02-tt03.fcdn.eu.tiktokcdn.com.akamaized.net', 'ttl': '9m8s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FABA2B', 'type': 'CNAME', 'data': 'fe3.delivery.mp.microsoft.com', 'name': 'fe3cr.delivery.mp.microsoft.com', 'ttl': '6m8s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAC3B9', 'type': 'CNAME', 'data': 'e40031.b.akamaiedge.net', 'name': 'api.weathercn.com.edgekey.net', 'ttl': '6m7s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAC658', 'type': 'CNAME', 'data': 'wu-bg-shim.trafficmanager.net', 'name': 'ctldl.windowsupdate.com', 'ttl': '2m19s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FACABB', 'type': 'A', 'data': '117.18.232.240', 'name': 'cs11.wpc.v0cdn.net', 'ttl': '8m18s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FACBA2', 'type': 'CNAME', 'data': 'fp32c3.wpc.phicdn.net', 'name': 'fp32c3.wpc.a964c.phicdn.net', 'ttl': '4m40s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FACBA3', 'type': 'A', 'data': '152.199.44.234', 'name': 'fp32c3.wpc.phicdn.net', 'ttl': '4m48s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FACC21', 'type': 'CNAME', 'data': 'fp2e7a.wpc.2be4.phicdn.net', 'name': 'crl.edge.digicert.com', 'ttl': '14m10s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FACD59', 'type': 'CNAME', 'data': 'config-edge-skype.l-0007.l-msedge.net', 'name': 'l-0007.config.skype.com', 'ttl': '11m19s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD052', 'type': 'CNAME', 'data': 'wildcard.weather.microsoft.com.edgekey.net', 'name': 'tile-service.weather.microsoft.com', 'ttl': '7m19s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD141', 'type': 'CNAME', 'data': 'geo.prod.do.dsp.trafficmanager.net', 'name': 'geo.prod.do.dsp.mp.microsoft.com', 'ttl': '7m4s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD1F2', 'type': 'CNAME', 'data': 'prod.configsvc1.live.com.akadns.net', 'name': 'config.officeapps.live.com', 'ttl': '12m52s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD2B3', 'type': 'CNAME', 'data': 'prod.fs.microsoft.com.akadns.net', 'name': 'fs.microsoft.com', 'ttl': '8m54s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD2B5', 'type': 'CNAME', 'data': 'fs-wildcard.microsoft.com.edgekey.net.globalredir.akadns.net', 'name': 'fs-wildcard.microsoft.com.edgekey.net', 'ttl': '3m24s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD2B6', 'type': 'CNAME', 'data': 'e16604.g.akamaiedge.net', 'name': 'fs-wildcard.microsoft.com.edgekey.net.globalredir.akadns.net', 'ttl': '12m36s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD51E', 'type': 'A', 'data': '192.229.232.240', 'name': 'cs12.wpc.v0cdn.net', 'ttl': '1m22s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD576', 'type': 'CNAME', 'data': 'o.auntions.com', 'name': 'coco.miniast.com', 'ttl': '9m50s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD577', 'type': 'A', 'data': '139.59.109.18', 'name': 'o.auntions.com', 'ttl': '10m24s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD578', 'type': 'A', 'data': '194.195.223.249', 'name': 'o.auntions.com', 'ttl': '10m24s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD579', 'type': 'A', 'data': '139.177.196.162', 'name': 'o.auntions.com', 'ttl': '10m24s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD57B', 'type': 'CNAME', 'data': 'a1887.dscq.akamai.net', 'name': 'o.lencr.edgesuite.net', 'ttl': '11m', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD663', 'type': 'NS', 'data': 'ns-771.awsdns-32.net', 'name': 's3.amazonaws.com', 'ttl': '13m50s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD664', 'type': 'NS', 'data': 'ns-1579.awsdns-05.co.uk', 'name': 's3.amazonaws.com', 'ttl': '13m50s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD665', 'type': 'NS', 'data': 'ns-1300.awsdns-34.org', 'name': 's3.amazonaws.com', 'ttl': '13m50s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD666', 'type': 'NS', 'data': 'ns-63.awsdns-07.com', 'name': 's3.amazonaws.com', 'ttl': '13m50s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD6F2', 'type': 'CNAME', 'data': 'prod.odcsm1.live.com.akadns.net', 'name': 'odc.officeapps.live.com', 'ttl': '8m21s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD70A', 'type': 'CNAME', 'data': 'ecs-office.s-0005.s-msedge.net', 'name': 's-0005-office.config.skype.com', 'ttl': '14m12s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD71C', 'type': 'CNAME', 'data': 'livetileedge.xbetservices.akadns.net', 'name': 'livetileedge.dsx.mp.microsoft.com', 'ttl': '1m3s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD91C', 'type': 'CNAME', 'data': 'e7741.g.akamaiedge.net', 'name': 'filedownload.lenovo.com.edgekey.net', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD9B0', 'type': 'CNAME', 'data': 'templatesmetadata.office.net.edgekey.net', 'name': 'templatesmetadata.office.net', 'ttl': '19s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FAD9B1', 'type': 'CNAME', 'data': 'e26769.b.akamaiedge.net', 'name': 'templatesmetadata.office.net.edgekey.net', 'ttl': '5m28s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADD6A', 'type': 'A', 'data': '202.137.16.89', 'name': 'e-learning.unpam.ac.id', 'ttl': '13m6s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADE81', 'type': 'CNAME', 'data': 'a2047.mm2.akamai.net', 'name': 'p16-sign-sg.tiktokcdn.com.akamaized.net', 'ttl': '10m51s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADEDD', 'type': 'CNAME', 'data': 'a2047.mm2.akamai.net', 'name': 'p16-sign-useast2a.tiktokcdn.com.akamaized.net', 'ttl': '6m45s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADF1A', 'type': 'CNAME', 'data': 'e28622.a.akamaiedge.net', 'name': 'mon16-normal-c-useast1a.tiktokv.com.edgekey.net', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADF30', 'type': 'CNAME', 'data': 'd2xt6q9jpxckau.cloudfront.net', 'name': 'aws-static.snackvideo.in', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADF49', 'type': 'CNAME', 'data': 'gaiaxywallet.vip', 'name': 'www.gaiaxywallet.vip', 'ttl': '1s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADF77', 'type': 'CNAME', 'data': 'ncsi-geo.trafficmanager.net', 'name': 'www.msftconnecttest.com', 'ttl': '11s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADF78', 'type': 'CNAME', 'data': 'www.msftncsi.com.edgesuite.net', 'name': 'ncsi-geo.trafficmanager.net', 'ttl': '11s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADFC3', 'type': 'CNAME', 'data': 'www.msftncsi.com.edgesuite.net', 'name': 'www.msftncsi.com', 'ttl': '18s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
{'.id': '*FADFC7', 'type': 'CNAME', 'data': 'api-msn-com.a-0003.a-msedge.net', 'name': 'api.msn.com', 'ttl': '18s', 'static': False, 'timestamp': '2023-11-17 09:31:18 WIB'}
