{'.id': '*1', 'type': 'A', 'data': '202.148.6.185', 'name': 'kurnia.id', 'ttl': '1d', 'static': True, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDA97', 'type': 'A', 'data': '204.11.56.48', 'name': 'hitsmoby.com', 'ttl': '36s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAAE', 'type': 'A', 'data': '127.0.0.1', 'name': 'phonemus.net', 'ttl': '1s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAB0', 'type': 'A', 'data': '3.141.96.53', 'name': 'weirdgames.info', 'ttl': '1s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAB1', 'type': 'A', 'data': '3.20.137.44', 'name': 'weirdgames.info', 'ttl': '1s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAC3', 'type': 'A', 'data': '99.86.178.53', 'name': 'dsdfjpjbkxhyv.cloudfront.net', 'ttl': '4m13s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAC4', 'type': 'A', 'data': '99.86.178.56', 'name': 'dsdfjpjbkxhyv.cloudfront.net', 'ttl': '4m13s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAC5', 'type': 'A', 'data': '99.86.178.111', 'name': 'dsdfjpjbkxhyv.cloudfront.net', 'ttl': '4m13s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAC6', 'type': 'A', 'data': '99.86.178.73', 'name': 'dsdfjpjbkxhyv.cloudfront.net', 'ttl': '4m13s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAE4', 'type': 'A', 'data': '204.155.149.42', 'name': '4shared.com', 'ttl': '12m13s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAE5', 'type': 'A', 'data': '204.155.146.95', 'name': '4shared.com', 'ttl': '12m13s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAE6', 'type': 'A', 'data': '204.155.149.41', 'name': '4shared.com', 'ttl': '12m13s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAE7', 'type': 'A', 'data': '204.155.149.43', 'name': '4shared.com', 'ttl': '12m13s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAE8', 'type': 'A', 'data': '10.79.20.104', 'name': 'uvyz.norak.us', 'ttl': '2m3s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAE9', 'type': 'A', 'data': '34.174.78.212', 'name': 'massgames.space', 'ttl': '2m9s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAF6', 'type': 'A', 'data': '75.2.115.196', 'name': 'ecards-passion.net', 'ttl': '3m18s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAFB', 'type': 'A', 'data': '34.29.71.138', 'name': 'portgame.website', 'ttl': '28s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDAFF', 'type': 'A', 'data': '127.0.0.1', 'name': 'audiomain.website', 'ttl': '1m16s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDB07', 'type': 'A', 'data': '127.0.0.1', 'name': 'spacewb.tech', 'ttl': '1m37s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDB0A', 'type': 'A', 'data': '34.29.71.138', 'name': 'globalmoby.xyz', 'ttl': '4m28s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
{'.id': '*EDB0C', 'type': 'A', 'data': '34.162.170.92', 'name': 'motinkon.com', 'ttl': '9s', 'static': False, 'timestamp': '2023-11-21 13:35:04 WIB'}
