{'.id': '*13A8', 'type': 'A', 'data': '159.148.147.244', 'name': 'global-balancer-d.mikrotik.com', 'ttl': '15m51s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1AD1', 'type': 'CNAME', 'data': 'wildcard.moatads.com.edgekey.net', 'name': 'z.moatads.com', 'ttl': '27m31s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1B1F', 'type': 'CNAME', 'data': 'k.sni.global.fastly.net', 'name': 'js-agent.newrelic.com', 'ttl': '35m25s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1B26', 'type': 'CNAME', 'data': 'c-msn-com-nsatc.trafficmanager.net', 'name': 'c.msn.com', 'ttl': '1h56m4s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1B29', 'type': 'CNAME', 'data': 'bam.cell.nr-data.net', 'name': 'bam.nr-data.net', 'ttl': '3m19s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1B2C', 'type': 'CNAME', 'data': 'c-bing-com.a-0001.a-msedge.net', 'name': 'c.bing.com', 'ttl': '16m9s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1B37', 'type': 'A', 'data': '207.65.33.83', 'name': 'pugm-sin12.pubmnet.com', 'ttl': '5m24s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1B4E', 'type': 'CNAME', 'data': 'h2.shared.global.fastly.net', 'name': 'syncf.tubemogul.com', 'ttl': '40m45s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1B9F', 'type': 'CNAME', 'data': 'cs.digbearings.com', 'name': 'cs.minutemedia-prebid.com', 'ttl': '9m10s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1BA3', 'type': 'CNAME', 'data': 'rtb.adgrx.com', 'name': 'cm.adgrx.com', 'ttl': '35m47s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1BAD', 'type': 'CNAME', 'data': 'evt.undertone.com', 'name': 'usr.undertone.com', 'ttl': '5h29m38s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1BAE', 'type': 'CNAME', 'data': 'd1wsawskf2klzj.cloudfront.net', 'name': 'evt.undertone.com', 'ttl': '3h29m38s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1BB4', 'type': 'CNAME', 'data': 'e15144.d.akamaiedge.net', 'name': 'wildcard.outbrainimg.com.edgekey.net', 'ttl': '3h6m27s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1BBD', 'type': 'CNAME', 'data': 'privacy.sg1.vip.prod.criteo.com', 'name': 'privacy.criteo.com', 'ttl': '29m38s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1BBE', 'type': 'A', 'data': '182.161.73.150', 'name': 'privacy.sg1.vip.prod.criteo.com', 'ttl': '29m38s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C21', 'type': 'CNAME', 'data': 'tagr-pixel-nginx-xs2-use1.mookie1.com', 'name': 't.mookie1.com', 'ttl': '29m44s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C33', 'type': 'CNAME', 'data': 'e6115.g.akamaiedge.net', 'name': 'secure-adnxs.edgekey.net', 'ttl': '4h8m56s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C36', 'type': 'CNAME', 'data': 'prebid.appnexusgslb.net', 'name': 'prebid.adnxs.com', 'ttl': '4h57m25s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C43', 'type': 'A', 'data': '154.59.122.79', 'name': 'ums.acuityplatform.com', 'ttl': '29m45s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C52', 'type': 'CNAME', 'data': 'x.serverbid.com', 'name': 'e.serverbid.com', 'ttl': '4h16m11s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C53', 'type': 'CNAME', 'data': 'exchange.consumabletv.com', 'name': 'x.serverbid.com', 'ttl': '4h16m24s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C54', 'type': 'CNAME', 'data': 'cx.serverbid.com', 'name': 'exchange.consumabletv.com', 'ttl': '3h31m31s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C55', 'type': 'A', 'data': '159.89.246.130', 'name': 'cx.serverbid.com', 'ttl': '3h54m3s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C56', 'type': 'A', 'data': '35.214.190.137', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '5m37s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C57', 'type': 'A', 'data': '35.214.226.85', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '5m37s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C58', 'type': 'A', 'data': '35.214.188.57', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '5m37s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C59', 'type': 'A', 'data': '35.214.243.249', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '5m37s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C5A', 'type': 'A', 'data': '35.214.159.67', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '5m37s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C5B', 'type': 'A', 'data': '35.214.167.175', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '5m37s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1C7B', 'type': 'CNAME', 'data': 'dg2iu7dxxehbo.cloudfront.net', 'name': 'ad.adsrvr.org', 'ttl': '3h52m40s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
{'.id': '*1CCF', 'type': 'A', 'data': '143.244.208.184', 'name': 'sid.storygize.net', 'ttl': '12m16s', 'static': False, 'timestamp': '2023-11-17 16:22:58 WIB'}
