{'.id': '*13A8', 'type': 'A', 'data': '159.148.147.244', 'name': 'global-balancer-d.mikrotik.com', 'ttl': '13m5s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*145E', 'type': 'CNAME', 'data': 'cs1-apr-8315.wac.edgecastcdn.net', 'name': 'cs472.wac.edgecastcdn.net', 'ttl': '57m24s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*145F', 'type': 'CNAME', 'data': 'wac.apr-8315.edgecastdns.net', 'name': 'cs1-apr-8315.wac.edgecastcdn.net', 'ttl': '57m24s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1462', 'type': 'A', 'data': '192.229.237.25', 'name': 'cs491.wac.edgecastcdn.net', 'ttl': '57m24s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1463', 'type': 'A', 'data': '103.49.221.155', 'name': 'rec.detik.com', 'ttl': '4h19m19s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1464', 'type': 'A', 'data': '203.190.245.225', 'name': 'rec.detik.com', 'ttl': '4h19m19s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1476', 'type': 'CNAME', 'data': 'd1y9weh1h9c90c.cloudfront.net', 'name': 'awscdnstatic.detik.net.id', 'ttl': '1m39s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*147B', 'type': 'CNAME', 'data': 'akcdn.detik.net.id', 'name': 'awsimages.detik.net.id', 'ttl': '1m26s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*147C', 'type': 'A', 'data': '103.49.221.99', 'name': 'cdnv.detik.com', 'ttl': '1h36m27s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*147D', 'type': 'A', 'data': '203.190.242.228', 'name': 'cdnv.detik.com', 'ttl': '1h36m27s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1481', 'type': 'CNAME', 'data': 'e8960.e2.akamaiedge.net', 'name': 'digicertwc.rubiconproject.com.edgekey.net', 'ttl': '4h50m45s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1489', 'type': 'A', 'data': '34.149.209.250', 'name': 'kayumanis.detik.com', 'ttl': '3h25m36s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*148A', 'type': 'A', 'data': '103.49.221.172', 'name': 'push.detik.com', 'ttl': '4h5m4s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*148B', 'type': 'A', 'data': '203.190.242.172', 'name': 'push.detik.com', 'ttl': '4h5m4s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*149A', 'type': 'CNAME', 'data': 'ms-bidder-bid.prod.cloud.ogury.io', 'name': 'mweb-hb.presage.io', 'ttl': '24m39s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*149F', 'type': 'CNAME', 'data': 'a.teads.tv.edgekey.net', 'name': 'a.teads.tv', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*14A4', 'type': 'CNAME', 'data': 'a1246.b.akamai.net', 'name': 'lf16-data.bytepluscdn.com.edgesuite.net', 'ttl': '5h11m35s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*14C3', 'type': 'CNAME', 'data': 'e118744.a.akamaiedge.net', 'name': 'toblog.tobsnssdk.com.edgekey.net', 'ttl': '3h44m15s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*14CE', 'type': 'CNAME', 'data': 'e5048.dsca.akamaiedge.net', 'name': 'cdn.o6.edgekey.net', 'ttl': '5h38m33s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*151E', 'type': 'CNAME', 'data': 'd3tqyidpuy80xi.cloudfront.net', 'name': 'cdn.adsafeprotected.com', 'ttl': '2h40m22s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1529', 'type': 'CNAME', 'data': 'g.geo.appnexusgslb.net', 'name': 'ib.adnxs.com', 'ttl': '3h51m22s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*152A', 'type': 'CNAME', 'data': 'ib.sin1.geoadnxs.com', 'name': 'g.geo.appnexusgslb.net', 'ttl': '8m56s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*153E', 'type': 'CNAME', 'data': 'e6640.x.akamaiedge.net', 'name': 'cdn.optimizely.com.edgekey.net', 'ttl': '5h7m51s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1555', 'type': 'CNAME', 'data': 'e10883.g.akamaiedge.net', 'name': 'wildcard.outbrain.com.edgekey.net', 'ttl': '4h20m44s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1572', 'type': 'A', 'data': '52.223.40.198', 'name': 'match.adsrvr.org', 'ttl': '3h44m59s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1573', 'type': 'A', 'data': '35.71.131.137', 'name': 'match.adsrvr.org', 'ttl': '3h44m59s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1574', 'type': 'A', 'data': '15.197.193.217', 'name': 'match.adsrvr.org', 'ttl': '3h44m59s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1575', 'type': 'A', 'data': '3.33.220.150', 'name': 'match.adsrvr.org', 'ttl': '3h44m59s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1578', 'type': 'CNAME', 'data': 'secure-origin.imrworldwide.com', 'name': 'secure-us.imrworldwide.com', 'ttl': '12m28s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1588', 'type': 'CNAME', 'data': 'global.px.quantserve.com', 'name': '2kpixel.quantserve.com', 'ttl': '5h12m35s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*159B', 'type': 'CNAME', 'data': 'ip1.ads.stickyadstv.com.akadns.net', 'name': 'ads.stickyadstv.com', 'ttl': '40m16s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*15A6', 'type': 'CNAME', 'data': 'star-mini.c10r.facebook.com', 'name': 'www.facebook.com', 'ttl': '9m26s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*15C2', 'type': 'A', 'data': '207.65.33.84', 'name': 'ssptkr-sin12.pubmnet.com', 'ttl': '39m23s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*15C4', 'type': 'CNAME', 'data': 'e6603.g.akamaiedge.net', 'name': 'pubmatic.edgekey.net', 'ttl': '4h35m25s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*15CB', 'type': 'CNAME', 'data': 'aax-dtb-cf.amazon-adsystem.amazon.com', 'name': 'aax-dtb-cf.amazon-adsystem.com', 'ttl': '8m43s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*15F1', 'type': 'A', 'data': '34.149.164.179', 'name': 'data.cdnbasket.net', 'ttl': '4h52m22s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*15F3', 'type': 'A', 'data': '34.149.239.87', 'name': 'page.cdnbasket.net', 'ttl': '1h54m48s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*15FA', 'type': 'A', 'data': '34.98.81.245', 'name': 'view.cdnbasket.net', 'ttl': '3h58m59s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*160E', 'type': 'CNAME', 'data': 'vap.lijit.com', 'name': 'ap.lijit.com', 'ttl': '3h55m6s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*160F', 'type': 'CNAME', 'data': 'apa.vap.lijit.com', 'name': 'vap.lijit.com', 'ttl': '5h9m42s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1622', 'type': 'A', 'data': '67.199.150.81', 'name': 'pugmaster-sg4c.pubmnet.com', 'ttl': '9m48s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*162F', 'type': 'A', 'data': '182.161.73.145', 'name': 'bidder.sg1.vip.prod.criteo.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1653', 'type': 'CNAME', 'data': 'as-eb2.3lift.com', 'name': 'eb2.3lift.com', 'ttl': '4h40m55s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1657', 'type': 'CNAME', 'data': 'e8960.b.akamaiedge.net', 'name': 'eus.rubiconproject.com.edgekey.net', 'ttl': '4h59m1s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1668', 'type': 'CNAME', 'data': 'adserver-vpc-alb-2-459505712.ap-southeast-1.elb.amazonaws.com', 'name': 'd.adroll.com', 'ttl': '12m32s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1677', 'type': 'CNAME', 'data': 'a577.dscb.akamai.net', 'name': 'csync.smartadserver.com.edgesuite.net', 'ttl': '1h53m1s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1690', 'type': 'CNAME', 'data': 'ms-cookie-sync.prod.cloud.ogury.io', 'name': 'ms-cookie-sync.presage.io', 'ttl': '6m31s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*16A1', 'type': 'CNAME', 'data': 'a1845.dscb.akamai.net', 'name': 'akns.sascdn.com.edgesuite.net', 'ttl': '2h23m36s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*16D2', 'type': 'A', 'data': '85.114.159.93', 'name': 'dsp.adfarm1.adition.com', 'ttl': '4h15m24s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*16D3', 'type': 'A', 'data': '85.114.159.118', 'name': 'dsp.adfarm1.adition.com', 'ttl': '4h15m24s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*16ED', 'type': 'A', 'data': '23.108.103.8', 'name': 'inv-nets.admixer.net', 'ttl': '4h26m53s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*16F7', 'type': 'A', 'data': '107.178.254.65', 'name': 'pippio.com', 'ttl': '45m20s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*16F8', 'type': 'CNAME', 'data': 'sgpixel.adsafeprotected.com', 'name': 'pixel.adsafeprotected.com', 'ttl': '4h29m28s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1702', 'type': 'CNAME', 'data': 'pixel.rubiconproject.net.akadns.net', 'name': 'token.rubiconproject.com', 'ttl': '10m', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*170F', 'type': 'A', 'data': '67.199.150.82', 'name': 'imgsync-sg4c.pubmnet.com', 'ttl': '57m33s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1710', 'type': 'CNAME', 'data': 'prebid-server.rubiconproject.net.akadns.net', 'name': 'prebid-server.rubiconproject.com', 'ttl': '7m15s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1730', 'type': 'CNAME', 'data': '2kpixel.quantserve.com', 'name': 'cms.quantserve.com', 'ttl': '5h12m35s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*175E', 'type': 'CNAME', 'data': 'www.linkedin.com', 'name': 'px.ads.linkedin.com', 'ttl': '12m35s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*176F', 'type': 'CNAME', 'data': 'static.vidazoo.com.cdn.cloudflare.net', 'name': 'static.vidazoo.com', 'ttl': '11m43s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1772', 'type': 'CNAME', 'data': 'd162h6x3rxav67.cloudfront.net', 'name': 'static.adsafeprotected.com', 'ttl': '53m45s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1778', 'type': 'CNAME', 'data': 'e11385.dscd.akamaiedge.net', 'name': 'wildcard.aniview.com.edgekey.net', 'ttl': '1h44m45s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1787', 'type': 'CNAME', 'data': 'g.geo.appnexusgslb.net', 'name': 'secure.adnxs.com', 'ttl': '3h21m4s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1792', 'type': 'CNAME', 'data': 'ion-ma.turner.com.edgekey.net', 'name': 'medium.ngtv.io', 'ttl': '3m18s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1796', 'type': 'CNAME', 'data': 'ce-uw2.lijit.com', 'name': 'ce.lijit.com', 'ttl': '5h9m42s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1797', 'type': 'CNAME', 'data': 'vap.lijit.com', 'name': 'ce-uw2.lijit.com', 'ttl': '1h9m42s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1799', 'type': 'A', 'data': '52.223.18.66', 'name': 'services.brightline.tv', 'ttl': '10m57s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*179D', 'type': 'CNAME', 'data': 'tagr-pixel-nginx-lb1-ase1.mookie1.com', 'name': 'odr.mookie1.com', 'ttl': '3m35s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*17A4', 'type': 'CNAME', 'data': 'd2wcz8sc48ztgm.cloudfront.net', 'name': 'live.primis.tech', 'ttl': '1h15m53s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*17BE', 'type': 'CNAME', 'data': 'microsoft.geo.appnexusgslb.net', 'name': 'm.adnxs.com', 'ttl': '2h21m42s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*17BF', 'type': 'CNAME', 'data': 'm.ib.sin1.geoadnxs.com', 'name': 'microsoft.geo.appnexusgslb.net', 'ttl': '8m10s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*17CD', 'type': 'CNAME', 'data': 'digicertwc.rubiconproject.com.edgekey.net', 'name': 'secure-assets.rubiconproject.com', 'ttl': '1h28m27s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*17E7', 'type': 'CNAME', 'data': 'crt.comodoca.com.cdn.cloudflare.net', 'name': 'crt.sectigo.com', 'ttl': '12m38s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1802', 'type': 'A', 'data': '67.199.150.77', 'name': 'ow-sg4c.pubmnet.com', 'ttl': '12m40s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*181E', 'type': 'CNAME', 'data': 'track.adformnet.akadns.net', 'name': 'c1.adform.net', 'ttl': '8m46s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*183C', 'type': 'A', 'data': '34.107.140.113', 'name': 's2s.t13.io', 'ttl': '7m28s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1853', 'type': 'CNAME', 'data': 'ordt.adsafeprotected.com', 'name': 'dt.adsafeprotected.com', 'ttl': '1m35s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1854', 'type': 'CNAME', 'data': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'name': 'ordt.adsafeprotected.com', 'ttl': '3h19m4s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*187B', 'type': 'CNAME', 'data': '1684181004.rsc.cdn77.org', 'name': 'cs.basicrtb.com', 'ttl': '12m51s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*18F9', 'type': 'A', 'data': '35.190.13.203', 'name': 'aux.fqtag.com', 'ttl': '1m14s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*18FE', 'type': 'CNAME', 'data': 'www.msftncsi.com.edgesuite.net', 'name': 'www.msftncsi.com', 'ttl': '1m43s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1951', 'type': 'CNAME', 'data': 'scontent.xx.fbcdn.net', 'name': 'connect.facebook.net', 'ttl': '15m7s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*198A', 'type': 'A', 'data': '34.120.133.188', 'name': 'collent.detik.com', 'ttl': '3h14m49s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1A32', 'type': 'CNAME', 'data': 'siteintercept.qprod2.net', 'name': 'zn4pzx5r5auu7w4rx-hbp.siteintercept.qualtrics.com', 'ttl': '3h26m40s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1A44', 'type': 'CNAME', 'data': 'siteintercept.qprod2.net', 'name': 'siteintercept.qualtrics.com', 'ttl': '3h20m27s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1A50', 'type': 'CNAME', 'data': 'detgh1asa1dg4.cloudfront.net', 'name': 'b-code.liadm.com', 'ttl': '45m50s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1A55', 'type': 'CNAME', 'data': 'clarity.azurefd.net', 'name': 'www.clarity.ms', 'ttl': '19m56s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1A81', 'type': 'CNAME', 'data': 'e38744.f.akamaiedge.net', 'name': '3a0bf0dcf673637f7339b4805cb0ae5d.edgekey.net', 'ttl': '5h41m20s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1AC5', 'type': 'CNAME', 'data': 'sgfw.adsafeprotected.com', 'name': 'fw.adsafeprotected.com', 'ttl': '5h14m31s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1AD1', 'type': 'CNAME', 'data': 'wildcard.moatads.com.edgekey.net', 'name': 'z.moatads.com', 'ttl': '24m45s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1B1F', 'type': 'CNAME', 'data': 'k.sni.global.fastly.net', 'name': 'js-agent.newrelic.com', 'ttl': '32m39s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1B26', 'type': 'CNAME', 'data': 'c-msn-com-nsatc.trafficmanager.net', 'name': 'c.msn.com', 'ttl': '1h53m18s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1B29', 'type': 'CNAME', 'data': 'bam.cell.nr-data.net', 'name': 'bam.nr-data.net', 'ttl': '33s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1B2C', 'type': 'CNAME', 'data': 'c-bing-com.a-0001.a-msedge.net', 'name': 'c.bing.com', 'ttl': '13m23s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1B37', 'type': 'A', 'data': '207.65.33.83', 'name': 'pugm-sin12.pubmnet.com', 'ttl': '2m38s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1B4E', 'type': 'CNAME', 'data': 'h2.shared.global.fastly.net', 'name': 'syncf.tubemogul.com', 'ttl': '54m31s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1B9F', 'type': 'CNAME', 'data': 'cs.digbearings.com', 'name': 'cs.minutemedia-prebid.com', 'ttl': '6m24s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1BA3', 'type': 'CNAME', 'data': 'rtb.adgrx.com', 'name': 'cm.adgrx.com', 'ttl': '33m1s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1BAD', 'type': 'CNAME', 'data': 'evt.undertone.com', 'name': 'usr.undertone.com', 'ttl': '5h26m52s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1BAE', 'type': 'CNAME', 'data': 'd1wsawskf2klzj.cloudfront.net', 'name': 'evt.undertone.com', 'ttl': '3h26m52s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1BB4', 'type': 'CNAME', 'data': 'e15144.d.akamaiedge.net', 'name': 'wildcard.outbrainimg.com.edgekey.net', 'ttl': '3h3m41s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1BBD', 'type': 'CNAME', 'data': 'privacy.sg1.vip.prod.criteo.com', 'name': 'privacy.criteo.com', 'ttl': '26m52s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1BBE', 'type': 'A', 'data': '182.161.73.150', 'name': 'privacy.sg1.vip.prod.criteo.com', 'ttl': '26m52s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C21', 'type': 'CNAME', 'data': 'tagr-pixel-nginx-xs2-use1.mookie1.com', 'name': 't.mookie1.com', 'ttl': '26m58s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C33', 'type': 'CNAME', 'data': 'e6115.g.akamaiedge.net', 'name': 'secure-adnxs.edgekey.net', 'ttl': '4h6m10s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C36', 'type': 'CNAME', 'data': 'prebid.appnexusgslb.net', 'name': 'prebid.adnxs.com', 'ttl': '4h54m39s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C43', 'type': 'A', 'data': '154.59.122.79', 'name': 'ums.acuityplatform.com', 'ttl': '26m59s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C52', 'type': 'CNAME', 'data': 'x.serverbid.com', 'name': 'e.serverbid.com', 'ttl': '4h13m25s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C53', 'type': 'CNAME', 'data': 'exchange.consumabletv.com', 'name': 'x.serverbid.com', 'ttl': '4h13m38s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C54', 'type': 'CNAME', 'data': 'cx.serverbid.com', 'name': 'exchange.consumabletv.com', 'ttl': '3h28m45s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C55', 'type': 'A', 'data': '159.89.246.130', 'name': 'cx.serverbid.com', 'ttl': '3h51m17s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C56', 'type': 'A', 'data': '35.214.190.137', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '2m51s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C57', 'type': 'A', 'data': '35.214.226.85', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '2m51s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C58', 'type': 'A', 'data': '35.214.188.57', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '2m51s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C59', 'type': 'A', 'data': '35.214.243.249', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '2m51s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C5A', 'type': 'A', 'data': '35.214.159.67', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '2m51s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C5B', 'type': 'A', 'data': '35.214.167.175', 'name': 'envoy-hl.envoy-csync1.core-b8mf.ov1o.com', 'ttl': '2m51s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1C7B', 'type': 'CNAME', 'data': 'dg2iu7dxxehbo.cloudfront.net', 'name': 'ad.adsrvr.org', 'ttl': '3h49m54s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1CCF', 'type': 'A', 'data': '143.244.208.184', 'name': 'sid.storygize.net', 'ttl': '9m30s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1CD1', 'type': 'CNAME', 'data': 'load-balancer-usync-1612103133.us-west-1.elb.amazonaws.com', 'name': 'usync.vrtcal.com', 'ttl': '25m50s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1D24', 'type': 'A', 'data': '162.247.243.29', 'name': 'fastly-tls12-bam.nr-data.net', 'ttl': '21m37s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1D26', 'type': 'A', 'data': '203.161.184.11', 'name': 'ip.co.id', 'ttl': '3h39m22s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
{'.id': '*1D2B', 'type': 'A', 'data': '103.30.145.12', 'name': 'adsensecamp.com', 'ttl': '2h14m18s', 'static': False, 'timestamp': '2023-11-17 16:25:44 WIB'}
