{'.id': '*1', 'type': 'A', 'data': '202.148.6.185', 'name': 'kurnia.id', 'ttl': '1d', 'static': True, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A7', 'type': 'NS', 'data': 'g.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A8', 'type': 'NS', 'data': 'j.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A9', 'type': 'NS', 'data': 'f.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7AA', 'type': 'NS', 'data': 'b.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7AB', 'type': 'A', 'data': '198.41.0.4', 'name': 'a.root-servers.net', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7D1', 'type': 'NS', 'data': 'ns3.google.com', 'name': 'google.com', 'ttl': '14m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7D2', 'type': 'NS', 'data': 'ns1.google.com', 'name': 'google.com', 'ttl': '14m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7D3', 'type': 'NS', 'data': 'ns2.google.com', 'name': 'google.com', 'ttl': '14m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7D4', 'type': 'NS', 'data': 'ns4.google.com', 'name': 'google.com', 'ttl': '14m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7D5', 'type': 'A', 'data': '216.239.36.10', 'name': 'ns3.google.com', 'ttl': '14m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7D6', 'type': 'A', 'data': '216.239.32.10', 'name': 'ns1.google.com', 'ttl': '14m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7D7', 'type': 'A', 'data': '216.239.34.10', 'name': 'ns2.google.com', 'ttl': '14m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7D8', 'type': 'A', 'data': '216.239.38.10', 'name': 'ns4.google.com', 'ttl': '14m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC815', 'type': 'A', 'data': '34.29.71.138', 'name': 'globalmoby.xyz', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC816', 'type': 'A', 'data': '127.0.0.1', 'name': 'takebad1.com', 'ttl': '39s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC819', 'type': 'A', 'data': '127.0.0.1', 'name': 'spgames.site', 'ttl': '46s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC820', 'type': 'A', 'data': '75.2.115.196', 'name': 'ecards-passion.net', 'ttl': '2m35s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC821', 'type': 'A', 'data': '93.90.145.102', 'name': 'sspab.se', 'ttl': '9m33s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC832', 'type': 'A', 'data': '83.166.135.156', 'name': 'teishi.ch', 'ttl': '10m47s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC838', 'type': 'A', 'data': '209.133.201.74', 'name': 'fcr.com.br', 'ttl': '11m5s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC842', 'type': 'A', 'data': '204.11.56.48', 'name': 'hitsmoby.com', 'ttl': '1m7s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC848', 'type': 'A', 'data': '38.177.214.84', 'name': 'bzsx.net', 'ttl': '6s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC849', 'type': 'A', 'data': '207.60.34.9', 'name': 'hxlb.net', 'ttl': '6m58s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC84C', 'type': 'A', 'data': '199.59.243.225', 'name': 'wchampmuse.pw', 'ttl': '11m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC84E', 'type': 'A', 'data': '45.86.220.151', 'name': 'forestcompany.ro', 'ttl': '12m18s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC85D', 'type': 'A', 'data': '3.64.163.50', 'name': 'mobstore.xyz', 'ttl': '13m23s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC861', 'type': 'A', 'data': '127.0.0.1', 'name': '7standby.com', 'ttl': '3m19s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC863', 'type': 'A', 'data': '10.10.10.10', 'name': 'mailsystem256.co.cc', 'ttl': '14m1s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC870', 'type': 'A', 'data': '195.133.45.237', 'name': 'strtbiz.site', 'ttl': '14m26s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC875', 'type': 'A', 'data': '3.64.163.50', 'name': 'myphotos.xyz', 'ttl': '14m30s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC876', 'type': 'A', 'data': '139.162.212.131', 'name': 'sitestory.xyz', 'ttl': '4m30s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC879', 'type': 'A', 'data': '198.185.159.145', 'name': 'feelingmoney.com', 'ttl': '14m47s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC87A', 'type': 'A', 'data': '198.49.23.145', 'name': 'feelingmoney.com', 'ttl': '14m47s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC87B', 'type': 'A', 'data': '198.185.159.144', 'name': 'feelingmoney.com', 'ttl': '14m47s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC87C', 'type': 'A', 'data': '198.49.23.144', 'name': 'feelingmoney.com', 'ttl': '14m47s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC881', 'type': 'A', 'data': '139.162.212.131', 'name': 'onlinegt.xyz', 'ttl': '6s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC886', 'type': 'A', 'data': '91.184.0.52', 'name': 'bouwproductenonline.nl', 'ttl': '48s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC88A', 'type': 'A', 'data': '154.216.89.133', 'name': 'bgnt.net', 'ttl': '39s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC89E', 'type': 'A', 'data': '83.217.71.219', 'name': 'prinssen.net', 'ttl': '2m3s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8A7', 'type': 'A', 'data': '139.162.212.131', 'name': 'dartspeak.xyz', 'ttl': '2m46s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8B1', 'type': 'A', 'data': '104.155.138.21', 'name': 'senourth.com', 'ttl': '5m31s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8B2', 'type': 'A', 'data': '107.178.223.183', 'name': 'senourth.com', 'ttl': '5m31s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8B8', 'type': 'A', 'data': '50.31.174.86', 'name': 'smartech.pe', 'ttl': '3m37s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8CD', 'type': 'A', 'data': '84.16.66.164', 'name': 'caserne.ch', 'ttl': '4m51s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8D7', 'type': 'CNAME', 'data': 'dsdfjpjbkxhyv.cloudfront.net', 'name': 'phe-phe.com', 'ttl': '5m17s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8E8', 'type': 'A', 'data': '23.227.38.72', 'name': 'carsero.com', 'ttl': '6m7s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8EC', 'type': 'A', 'data': '34.162.170.92', 'name': 'motinkon.com', 'ttl': '1m2s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8F3', 'type': 'A', 'data': '139.162.212.131', 'name': 'picsgifs.xyz', 'ttl': '7m1s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8F4', 'type': 'A', 'data': '139.162.212.131', 'name': '1abcnews.xyz', 'ttl': '5m10s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC8F8', 'type': 'A', 'data': '139.162.212.131', 'name': 'mobigifs.xyz', 'ttl': '1m53s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC903', 'type': 'A', 'data': '139.162.212.131', 'name': 'fanmusic.xyz', 'ttl': '3m27s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC9BE', 'type': 'A', 'data': '127.0.0.1', 'name': 'cloudsond.me', 'ttl': '2m5s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC9CE', 'type': 'A', 'data': '13.33.33.16', 'name': 'dsdfjpjbkxhyv.cloudfront.net', 'ttl': '16s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC9CF', 'type': 'A', 'data': '13.33.33.97', 'name': 'dsdfjpjbkxhyv.cloudfront.net', 'ttl': '16s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC9D0', 'type': 'A', 'data': '13.33.33.26', 'name': 'dsdfjpjbkxhyv.cloudfront.net', 'ttl': '16s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC9D1', 'type': 'A', 'data': '13.33.33.100', 'name': 'dsdfjpjbkxhyv.cloudfront.net', 'ttl': '16s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC9DA', 'type': 'A', 'data': '34.174.61.199', 'name': 'specialword.xyz', 'ttl': '2m37s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC9F4', 'type': 'A', 'data': '34.174.78.212', 'name': 'massgames.space', 'ttl': '45s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA06', 'type': 'A', 'data': '35.204.181.10', 'name': 'bestony.club', 'ttl': '3m40s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA0C', 'type': 'A', 'data': '34.29.71.138', 'name': 'portgame.website', 'ttl': '7s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA17', 'type': 'A', 'data': '139.162.212.131', 'name': 'my1story.xyz', 'ttl': '5m35s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA27', 'type': 'A', 'data': '127.0.0.1', 'name': 'phonemus.net', 'ttl': '37s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA39', 'type': 'A', 'data': '104.21.18.196', 'name': 'afrizion.com', 'ttl': '3m6s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA3A', 'type': 'A', 'data': '172.67.183.77', 'name': 'afrizion.com', 'ttl': '3m6s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA76', 'type': 'CNAME', 'data': 'traff-1.hugedomains.com', 'name': 'sacv.net', 'ttl': '10m33s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA7C', 'type': 'A', 'data': '52.71.57.184', 'name': 'hdr-nlb9-41371129e8304c29.elb.us-east-1.amazonaws.com', 'ttl': '1m46s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA7D', 'type': 'A', 'data': '54.209.32.212', 'name': 'hdr-nlb9-41371129e8304c29.elb.us-east-1.amazonaws.com', 'ttl': '1m46s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA85', 'type': 'A', 'data': '3.141.96.53', 'name': 'weirdgames.info', 'ttl': '56s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA86', 'type': 'A', 'data': '3.20.137.44', 'name': 'weirdgames.info', 'ttl': '56s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA98', 'type': 'A', 'data': '103.224.212.210', 'name': 'zancetom.com', 'ttl': '2m32s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECA9D', 'type': 'A', 'data': '127.0.0.1', 'name': 'audiomain.website', 'ttl': '2m44s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAA3', 'type': 'CNAME', 'data': 'hdr-nlb9-41371129e8304c29.elb.us-east-1.amazonaws.com', 'name': 'traff-1.hugedomains.com', 'ttl': '1m56s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAA5', 'type': 'A', 'data': '127.0.0.1', 'name': 'spacewb.tech', 'ttl': '3m22s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAAA', 'type': 'A', 'data': '175.126.123.219', 'name': 'mailaccaunt1.co.cc', 'ttl': '13m46s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAB5', 'type': 'A', 'data': '103.49.221.211', 'name': 'detik.com', 'ttl': '3m52s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAB6', 'type': 'A', 'data': '203.190.242.211', 'name': 'detik.com', 'ttl': '3m52s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAB7', 'type': 'A', 'data': '172.253.118.100', 'name': 'google.com', 'ttl': '4m19s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAB8', 'type': 'A', 'data': '172.253.118.113', 'name': 'google.com', 'ttl': '4m19s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAB9', 'type': 'A', 'data': '172.253.118.139', 'name': 'google.com', 'ttl': '4m19s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECABA', 'type': 'A', 'data': '172.253.118.102', 'name': 'google.com', 'ttl': '4m19s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECABB', 'type': 'A', 'data': '172.253.118.138', 'name': 'google.com', 'ttl': '4m19s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECABC', 'type': 'A', 'data': '172.253.118.101', 'name': 'google.com', 'ttl': '4m19s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECABD', 'type': 'A', 'data': '204.155.146.95', 'name': '4shared.com', 'ttl': '1m50s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECABE', 'type': 'A', 'data': '204.155.149.43', 'name': '4shared.com', 'ttl': '1m50s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECABF', 'type': 'A', 'data': '204.155.149.41', 'name': '4shared.com', 'ttl': '1m50s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAC0', 'type': 'A', 'data': '204.155.149.42', 'name': '4shared.com', 'ttl': '1m50s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*ECAC5', 'type': 'A', 'data': '10.79.20.104', 'name': 'uvyz.norak.us', 'ttl': '4m55s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
